idx,skill,tf,df,tfidf,pr
0,설계,21.0,6,73.87635477537623,0.04646100726904462
1,개발,30.0,42,51.07895067996143,0.03212366806744322
2,기술,18.0,13,50.84594055738633,0.03197712747226037
3,전자,11.0,6,38.69713821567326,0.024336718093309086
4,임베디드,6.0,0,32.782990830153665,0.020617297373319618
5,C,21.0,53,30.97180292768805,0.019478237188800217
6,연구,7.0,2,30.556536614502505,0.019217075261493896
7,지원,17.0,41,29.34475717461811,0.01845498442016677
8,경력,12.0,20,29.031712407626244,0.0182581098553758
9,비용,6.0,2,26.191317098145003,0.016471778795566196
10,제품,7.0,10,21.461555725590674,0.013497221128512244
11,AI,7.0,11,20.852476086663263,0.013114169560555541
12,펌웨어,4.0,1,19.08273849786266,0.012001177572421168
13,하드웨어,7.0,16,18.41432922678576,0.01158081346408604
14,회로설계,3.0,0,16.391495415076832,0.010308648686659809
15,채용,5.0,11,14.894625776188049,0.00936726397182539
16,드라이,3.0,1,14.312053873396994,0.009000883179315876
17,캐드,4.0,6,14.071686623881186,0.008849715670294214
18,공학,3.0,2,13.0956585490725,0.008235889397783096
19,자격,5.0,20,12.096546836510935,0.007607545773073251
20,차량,4.0,13,11.299097901641408,0.007106028327168973
21,아트웍,2.0,0,10.92766361005122,0.006872432457773204
22,네트워크,2.0,0,10.92766361005122,0.006872432457773204
23,이사회,2.0,0,10.92766361005122,0.006872432457773204
24,FPGA,2.0,0,10.92766361005122,0.006872432457773204
25,UX,2.0,0,10.92766361005122,0.006872432457773204
26,W 개발,2.0,0,10.92766361005122,0.006872432457773204
27,과학,4.0,15,10.764972331143316,0.0067701155430454395
28,CAD,3.0,7,10.153170790037322,0.006385352164628011
29,통신,3.0,8,9.79982168306817,0.006163130108906387
30,시험,4.0,20,9.677237469208748,0.006086036618458601
31,FW,2.0,1,9.54136924893133,0.006000588786210584
32,신규개발,2.0,1,9.54136924893133,0.006000588786210584
33,LINUX,2.0,1,9.54136924893133,0.006000588786210584
34,전자공학,2.0,1,9.54136924893133,0.006000588786210584
35,경험,4.0,24,8.979823920629636,0.005647431654142407
36,학사,2.0,2,8.730439032715001,0.005490592931855398
37,오피스,2.0,2,8.730439032715001,0.005490592931855398
38,기능,3.0,16,7.891855382908181,0.004963205770322587
39,급여,3.0,17,7.720380141388336,0.004855364601562455
40,펌웨어 개발,2.0,4,7.708787785183019,0.004848074142422204
41,소프트웨어 개발,2.0,4,7.708787785183019,0.004848074142422204
42,전자부품,2.0,4,7.708787785183019,0.004848074142422204
43,온라인,4.0,34,7.633934974144785,0.0048009990395922126
44,작성,6.0,66,7.554835113807863,0.0047512529578145135
45,컴퓨터,4.0,36,7.411655569525542,0.004661207017298013
46,자가,2.0,5,7.34414467159511,0.004618749260292777
47,차량소지자,4.0,37,7.304982581196897,0.004594120132716103
48,심사,2.0,6,7.035843311940593,0.004424857835147107
49,모집,4.0,42,6.810526757328191,0.004283155742325763
50,제조,6.0,77,6.64273787001611,0.0041776329300974874
51,기업,7.0,94,6.369684393975485,0.004005908978993854
52,상담,2.0,9,6.322493424063129,0.003976230470859584
53,개인,2.0,10,6.131873064454479,0.0038563488938606416
54,검사,2.0,10,6.131873064454479,0.0038563488938606416
55,부품,2.0,10,6.131873064454479,0.0038563488938606416
56,관리,5.0,69,6.076682814881256,0.0038216396205837124
57,경력자,3.0,32,5.9019727306773895,0.0037117640519142526
58,업무,6.0,88,5.851172611760822,0.00367981574177595
59,사무,3.0,33,5.812413841228346,0.0036554402629786556
60,연구소,2.0,12,5.797764895128147,0.0036462275075129238
61,수행,2.0,12,5.797764895128147,0.0036462275075129238
62,항공,2.0,14,5.5115632078468,0.0034662346165043978
63,청구,2.0,14,5.5115632078468,0.0034662346165043978
64,각종 센서 활용한 개발 경험,1.0,0,5.4638318050256105,0.003436216228886603
65,수리원,1.0,0,5.4638318050256105,0.003436216228886603
66,신규개발 제품회로설계,1.0,0,5.4638318050256105,0.003436216228886603
67,모터 컨트롤러,1.0,0,5.4638318050256105,0.003436216228886603
68,IOT,1.0,0,5.4638318050256105,0.003436216228886603
69,컴퓨터 하드웨어,1.0,0,5.4638318050256105,0.003436216228886603
70,제품 제안서 작성,1.0,0,5.4638318050256105,0.003436216228886603
71,정부지원 사업 연구 개발,1.0,0,5.4638318050256105,0.003436216228886603
72,CCTV 개발,1.0,0,5.4638318050256105,0.003436216228886603
73,HW 개발 외주 관리,1.0,0,5.4638318050256105,0.003436216228886603
74,키오스크,1.0,0,5.4638318050256105,0.003436216228886603
75,사무기기 설치,1.0,0,5.4638318050256105,0.003436216228886603
76,IOT 기반 시스템 구성,1.0,0,5.4638318050256105,0.003436216228886603
77,장비설계,1.0,0,5.4638318050256105,0.003436216228886603
78,신뢰성 시험하기,1.0,0,5.4638318050256105,0.003436216228886603
79,운영체제,1.0,0,5.4638318050256105,0.003436216228886603
80,소싱,1.0,0,5.4638318050256105,0.003436216228886603
81,블루투스 개발,1.0,0,5.4638318050256105,0.003436216228886603
82,제품 회로 구성,1.0,0,5.4638318050256105,0.003436216228886603
83,프로그램 컨트롤러 보드 제작,1.0,0,5.4638318050256105,0.003436216228886603
84,드론과 연계된 제품 HW 설계,1.0,0,5.4638318050256105,0.003436216228886603
85,아두이노,1.0,0,5.4638318050256105,0.003436216228886603
86,개발 경험자,1.0,0,5.4638318050256105,0.003436216228886603
87,어플리케이션,1.0,0,5.4638318050256105,0.003436216228886603
88,전반적인 시스템 구성,1.0,0,5.4638318050256105,0.003436216228886603
89,서류,3.0,41,5.178486560226725,0.003256761956500018
